	Genome	Gene	Type	Cluster	Occupancy
1504	KH01	PfKH01_050038200	RIFIN-B	PfKH01_050038200	1
1505	KH01	PfKH01_050038300	RIFIN-A	PF3D7_0223400	7
1506	KH01	PfKH01_060006800	RIFIN-A	PfIT_030005200	2
1507	KH01	PfKH01_060007100	RIFIN-B	PfKH01_060007100	1
1508	KH01	PfKH01_060007200	RIFIN-A	PfKH01_060007200	1
1509	KH01	PfKH01_060007300	RIFIN-A	PfKH01_060007300	1
1510	KH01	PfKH01_060007400	RIFIN-A	PfKH01_060007400	1
1511	KH01	PfKH01_060007700	RIFIN-B	PfGN01_120006500	3
1512	KH01	PfKH01_060007800	RIFIN-A	PfKH01_060007800	1
1513	KH01	PfKH01_060024700	RIFIN-A	PF3D7_0712500	14
1514	KH01	PfKH01_060038900	RIFIN-A	PfDd2_060036400	5
1515	KH01	PfKH01_060039000	RIFIN-B	PfKH01_060039000	1
1516	KH01	PfKH01_060039100	RIFIN-A	PfKH01_060039100	1
1517	KH01	PfKH01_060039500	RIFIN-A	PfGA01_080036600	3
1518	KH01	PfKH01_070005100	RIFIN-A	PfKH01_070005100	1
1519	KH01	PfKH01_070005400	RIFIN-A	PfKH01_070005400	1
1520	KH01	PfKH01_070005500	RIFIN-A	PfGN01_100045000	3
1521	KH01	PfKH01_070005700	RIFIN-B	PfKH01_070005700	1
1522	KH01	PfKH01_070005800	RIFIN-A	PF3D7_0701800	15
1523	KH01	PfKH01_070016000	RIFIN-A	Pf7G8-2_000196300	7
1524	KH01	PfKH01_070016100	RIFIN-A	Pf7G8-2_000196400	7
1525	KH01	PfKH01_070016500	RIFIN-A	PfKH01_070016500	1
1526	KH01	PfKH01_070017000	RIFIN-A	PF3D7_0713000	14
1527	KH01	PfKH01_070035400	RIFIN-B	PF3D7_0731900	15
1528	KH01	PfKH01_070035700	RIFIN-A	PfKE01_070034800	2
1529	KH01	PfKH01_070035800	RIFIN-B	PfKH01_070035800	1
1530	KH01	PfKH01_080013000	RIFIN-A	PfKH01_080013000	1
1531	KH01	PfKH01_080013100	RIFIN-A	PfKH01_080013100	1
1532	KH01	PfKH01_080037300	RIFIN-B	PF3D7_0832800	4
1533	KH01	PfKH01_080037400	RIFIN-A	PfGB4_070006800	2
1534	KH01	PfKH01_080037500	RIFIN-B	PfKH01_080037500	1
1535	KH01	PfKH01_080038000	RIFIN-A	PfDd2_010005400	10
1536	KH01	PfKH01_090005600	RIFIN-A	PfKH01_090005600	1
1537	KH01	PfKH01_090005700	RIFIN-A	PfKH01_090005700	1
1538	KH01	PfKH01_090005800	RIFIN-B	PfKH01_090005800	1
1539	KH01	PfKH01_090005900	RIFIN-A	PfKH01_090005900	1
1540	KH01	PfKH01_090041700	RIFIN-B	PfDd2_090042600	9
1541	KH01	PfKH01_090041800	RIFIN-A	PfDd2_090042700	6
1542	KH01	PfKH01_090041900	RIFIN-A	PF3D7_1300400	16
1543	KH01	PfKH01_090042100	RIFIN-A	PfKH01_090042100	1
1544	KH01	PfKH01_090042200	RIFIN-B	PfKH01_090042200	1
1545	KH01	PfKH01_090042300	RIFIN-A	PfKH01_090042300	1
1546	KH01	PfKH01_090042400	RIFIN-A	Pf7G8-2_000094100	6
1547	KH01	PfKH01_100005100	RIFIN-A	PfKH01_100005100	1
1548	KH01	PfKH01_100005200	RIFIN-A	PF3D7_1000500	4
1549	KH01	PfKH01_100005300	RIFIN-B	PfCD01_100006000	5
1550	KH01	PfKH01_100044400	RIFIN-A	PfKH01_100044400	1
1551	KH01	PfKH01_100044500	RIFIN-B	PF3D7_0100600	3
1552	KH01	PfKH01_100044600	RIFIN-A	PfKH01_100044600	1
1553	KH01	PfKH01_100045000	RIFIN-A	PfKH01_100045000	1
1554	KH01	PfKH01_110005200	RIFIN-A	PfKH01_110005200	1
1555	KH01	PfKH01_110005300	RIFIN-A	PfKH01_110005300	1
1556	KH01	PfKH01_110005400	RIFIN-A	PfKH01_110005400	1
1557	KH01	PfKH01_110005600	RIFIN-A	PfKH01_110005600	1
1558	KH01	PfKH01_110005700	RIFIN-B	PfKH01_110005700	1
1559	KH01	PfKH01_110005800	RIFIN-A	PfKH01_110005800	1
1560	KH01	PfKH01_120005500	RIFIN-A	PfGA01_020025400	5
1561	KH01	PfKH01_120005600	RIFIN-A	PfKH01_120005600	1
1562	KH01	PfKH01_120006000	RIFIN-B	PfKH01_120006000	1
1563	KH01	PfKH01_120006200	RIFIN-A	PfKH01_120006200	1
1564	KH01	PfKH01_120006300	RIFIN-A	PfKH01_120006300	1
1565	KH01	PfKH01_120006400	RIFIN-B	PfKH01_120006400	1
1566	KH01	PfKH01_120006600	RIFIN-A	PfKH01_120006600	1
1567	KH01	PfKH01_120006700	RIFIN-A	PfKH01_120006700	1
1568	KH01	PfKH01_120006800	RIFIN-B	PfKH01_120006800	1
1569	KH01	PfKH01_120006900	RIFIN-A	PfGA01_100005700	3
1570	KH01	PfKH01_120025900	RIFIN-A	PfCD01_120024400	2
1571	KH01	PfKH01_120047000	RIFIN-A	PfKH01_120047000	1
1572	KH01	PfKH01_120060000	RIFIN-B	PfKH01_120060000	1
1573	KH01	PfKH01_130076100	RIFIN-A	PfDd2_130077800	9
1574	KH01	PfKH01_130076200	RIFIN-A	PfKH01_130076200	1
1575	KH01	PfKH01_130076400	RIFIN-A	PfKH01_130076400	1
1576	KH01	PfKH01_130076500	RIFIN-A	PfGB4_030006400	2
1577	KH01	PfKH01_130076600	RIFIN-B	PfGB4_030006200	2
1578	KH01	PfKH01_130076700	RIFIN-A	PfDd2_070035600	2
1579	KH01	PfKH01_140005500	RIFIN-A	PfKH01_140005500	1
1580	KH01	PfKH01_140005600	RIFIN-A	PfKH01_140005600	1
1581	KH01	PfKH01_140005700	RIFIN-A	PfKH01_140005700	1
1582	KH01	PfKH01_140005800	RIFIN-A	PfGB4_070036900	4
1583	KH01	PfKH01_140005900	RIFIN-B	PfKH01_140005900	2
1584	KH01	PfKH01_140006100	RIFIN-A	PF3D7_1254800	5
1585	KH01	PfKH01_140006200	RIFIN-A	PF3D7_1254700	5
1586	KH01	PfKH01_140084600	RIFIN-A	PfGN01_040005400	2
1587	KH01	PfKH01_140084700	RIFIN-B	PfKH01_140084700	1
1588	KH01	PfKH01_140084900	RIFIN-A	PfKH01_140084900	1
1589	KH01	PfKH01_140085100	RIFIN-B	PfKH01_140085100	1
1590	KH01	PfKH01_140085200	RIFIN-A	PfKH01_140085200	1
1591	KH01	PfKH01_140085300	RIFIN-A	PF3D7_0900200	8
1592	KH02	PfKH02_000008100	RIFIN-A	PfGA01_070034800	3
1593	KH02	PfKH02_000008200	RIFIN-B	PfGA01_070034700	3
1594	KH02	PfKH02_000008400	RIFIN-B	PF3D7_0324500	3
1595	KH02	PfKH02_000008500	RIFIN-A	PfKE01_120060000	2
1596	KH02	PfKH02_000008600	RIFIN-B	PfKH02_000008600	1
1597	KH02	PfKH02_000008700	RIFIN-B	PfKH02_000008700	1
1598	KH02	PfKH02_000008800	RIFIN-A	PfKH02_000008800	1
1599	KH02	PfKH02_000009000	RIFIN-B	Pf7G8-2_000552600	5
1600	KH02	PfKH02_010005000	RIFIN-A	PF3D7_1300400	16
1601	KH02	PfKH02_010005100	RIFIN-A	PfDd2_130078500	3
1602	KH02	PfKH02_010005200	RIFIN-A	PfKH02_010005200	1
1603	KH02	PfKH02_010005600	RIFIN-A	PfKH02_010005600	1
1604	KH02	PfKH02_010005700	RIFIN-B	PfKH02_010005700	1
1605	KH02	PfKH02_010005800	RIFIN-B	PfDd2_010005700	7
1606	KH02	PfKH02_010018300	RIFIN-B	PF3D7_0114700	16
1607	KH02	PfKH02_010018900	RIFIN-A	PF3D7_0115200	6
1608	KH02	PfKH02_010019200	RIFIN-A	PfDd2_080005600	5
1609	KH02	PfKH02_010019300	RIFIN-A	PfKH02_010019300	1
1610	KH02	PfKH02_010019400	RIFIN-B	PfKH02_010019400	1
1611	KH02	PfKH02_010019800	RIFIN-A	PfDd2_100045400	6
1612	KH02	PfKH02_020005000	RIFIN-B	PfKH02_020005000	1
1613	KH02	PfKH02_020005100	RIFIN-A	PfKH02_020005100	1
1614	KH02	PfKH02_020005200	RIFIN-A	PfGN01_130006500	3
1615	KH02	PfKH02_020005300	RIFIN-A	PfKH02_020005300	1
1616	KH02	PfKH02_020026100	RIFIN-A	PfDd2_030029500	3
1617	KH02	PfKH02_020026200	RIFIN-B	PfKH02_020026200	1
1618	KH02	PfKH02_020026300	RIFIN-A	PfGA01_020025400	5
1619	KH02	PfKH02_030006000	RIFIN-A	PfKH02_030006000	1
1620	KH02	PfKH02_030006100	RIFIN-A	PfDd2_010005400	10
1621	KH02	PfKH02_030006300	RIFIN-A	PfCD01_030006200	4
1622	KH02	PfKH02_030030100	RIFIN-A	PfKH02_030030100	1
1623	KH02	PfKH02_040005600	RIFIN-A	PfKH02_040005600	1
1624	KH02	PfKH02_040005700	RIFIN-B	PfKH02_040005700	2
1625	KH02	PfKH02_040005800	RIFIN-A	PfKH02_040005800	2
1626	KH02	PfKH02_040005900	RIFIN-A	PfKH02_040005900	2
1627	KH02	PfKH02_040007000	RIFIN-A	PF3D7_0402500	16
1628	KH02	PfKH02_040007200	RIFIN-A	PF3D7_0402700	16
1629	KH02	PfKH02_040017400	RIFIN-A	PfKH02_040017400	1
1630	KH02	PfKH02_040017800	RIFIN-A	PfKH02_040017800	1
1631	KH02	PfKH02_040018100	RIFIN-A	PF3D7_0413200	10
1632	KH02	PfKH02_040018200	RIFIN-A	PF3D7_0413300	10
1633	KH02	PfKH02_040026200	RIFIN-A	Pf7G8-2_000196300	7
1634	KH02	PfKH02_040026300	RIFIN-A	PfKH02_040026300	1
1635	KH02	PfKH02_040026500	RIFIN-A	PF3D7_0425700	5
1636	KH02	PfKH02_040026900	RIFIN-A	PF3D7_0421500	12
1637	KH02	PfKH02_040031300	RIFIN-B	PfKH02_040031300	1
1638	KH02	PfKH02_040031400	RIFIN-A	PfKH02_040031400	1
1639	KH02	PfKH02_040031500	RIFIN-B	PfKH02_040031500	1
1640	KH02	PfKH02_040031700	RIFIN-A	PfKH02_040031700	1
1641	KH02	PfKH02_040032000	RIFIN-A	PfKH02_040032000	1
1642	KH02	PfKH02_040032100	RIFIN-B	PfKH02_040032100	1
1643	KH02	PfKH02_050005600	RIFIN-A	PfKH02_050005600	1
1644	KH02	PfKH02_050005700	RIFIN-B	PfKH02_050005700	1
1645	KH02	PfKH02_050005800	RIFIN-A	PfKH02_050005800	1
1646	KH02	PfKH02_050005900	RIFIN-B	PfKH02_050005900	1
1647	KH02	PfKH02_050006000	RIFIN-A	PfKH02_050006000	1
1648	KH02	PfKH02_050006100	RIFIN-A	PfKH02_050006100	1
1649	KH02	PfKH02_050006200	RIFIN-B	PfKH02_050006200	1
1650	KH02	PfKH02_050006300	RIFIN-B	PF3D7_0500500	12
1651	KH02	PfKH02_060005900	RIFIN-A	PfDd2_100045800	8
1652	KH02	PfKH02_060006000	RIFIN-A	PfKH02_060006000	2
1653	KH02	PfKH02_060006100	RIFIN-A	PfKH02_060006100	2
1654	KH02	PfKH02_060006200	RIFIN-A	PfKH02_060006200	2
1655	KH02	PfKH02_060006300	RIFIN-A	PfIT_090005500	3
1656	KH02	PfKH02_060006700	RIFIN-B	PfKH02_060006700	2
1657	KH02	PfKH02_060006800	RIFIN-A	PF3D7_0631700	5
1658	KH02	PfKH02_060024200	RIFIN-A	PF3D7_0712500	14
1659	KH02	PfKH02_060038600	RIFIN-B	PfKH02_060038600	1
1660	KH02	PfKH02_060038800	RIFIN-A	PfKH02_060038800	1
1661	KH02	PfKH02_060038900	RIFIN-A	PfKH02_060038900	1
1662	KH02	PfKH02_070005100	RIFIN-A	PF3D7_0701800	15
1663	KH02	PfKH02_070015400	RIFIN-A	PF3D7_1240700	8
1664	KH02	PfKH02_070015600	RIFIN-A	PfKH02_070015600	1
1665	KH02	PfKH02_070015700	RIFIN-A	PfKH02_070015700	1
1666	KH02	PfKH02_070016000	RIFIN-A	PF3D7_0713000	14
1667	KH02	PfKH02_070034900	RIFIN-B	PfKH02_070034900	1
1668	KH02	PfKH02_070035000	RIFIN-A	PfKH02_070035000	1
1669	KH02	PfKH02_080005300	RIFIN-A	PfKH02_080005300	1
1670	KH02	PfKH02_080005400	RIFIN-A	PfKH02_080005400	2
1671	KH02	PfKH02_080005500	RIFIN-A	PfKH02_080005500	1
1672	KH02	PfKH02_080005600	RIFIN-A	PfKH02_080005600	1
1673	KH02	PfKH02_080005700	RIFIN-B	PfKH02_080005700	1
1674	KH02	PfKH02_080005900	RIFIN-A	Pf7G8-2_000215700	9
1675	KH02	PfKH02_080006100	RIFIN-A	Pf7G8-2_000216400:pseudogene	6
1676	KH02	PfKH02_080014400	RIFIN-A	PfKH02_080014400	1
1677	KH02	PfKH02_080014600	RIFIN-B	Pf7G8-2_000196000:pseudogene	5
1678	KH02	PfKH02_080037800	RIFIN-A	PfIT_080037300	3
1679	KH02	PfKH02_080037900	RIFIN-A	PF3D7_1254800	5
1680	KH02	PfKH02_080038000	RIFIN-A	PF3D7_0732400	7
1681	KH02	PfKH02_080038100	RIFIN-A	PfGA01_130005600	3
1682	KH02	PfKH02_090005200	RIFIN-A	PfKH02_090005200	1
1683	KH02	PfKH02_090005300	RIFIN-A	PfCD01_140085300	2
1684	KH02	PfKH02_090005600	RIFIN-B	PfKH02_090005600	1
1685	KH02	PfKH02_090005700	RIFIN-A	PfKH02_090005700	1
1686	KH02	PfKH02_090005900	RIFIN-A	PF3D7_0300700	8
1687	KH02	PfKH02_090006000	RIFIN-A	PfDd2_090006300	2
1688	KH02	PfKH02_090006200	RIFIN-B	PfDd2_090006500	2
1689	KH02	PfKH02_090006300	RIFIN-A	PfDd2_090006600	3
1690	KH02	PfKH02_090042400	RIFIN-B	PfDd2_090042600	9
1691	KH02	PfKH02_090042600	RIFIN-A	PfKH02_090042600	1
1692	KH02	PfKH02_100005100	RIFIN-A	PfCD01_040005400	2
1693	KH02	PfKH02_100005300	RIFIN-A	PfKH02_100005300	1
1694	KH02	PfKH02_100005500	RIFIN-B	PfKH02_100005500	1
1695	KH02	PfKH02_100005700	RIFIN-A	PfGN01_120060700	2
1696	KH02	PfKH02_100005900	RIFIN-B	PfKH02_100005900	1
1697	KH02	PfKH02_100006000	RIFIN-A	PfGN01_100006200	2
1698	KH02	PfKH02_100006100	RIFIN-B	PF3D7_1000600	8
1699	KH02	PfKH02_100045000	RIFIN-A	PfHB3_130079900	2
1700	KH02	PfKH02_100045100	RIFIN-A	PfKH02_100045100	1
1701	KH02	PfKH02_100045200	RIFIN-A	PfKH02_100045200	1
1702	KH02	PfKH02_100045300	RIFIN-B	PfKH02_100045300	1
1703	KH02	PfKH02_100045400	RIFIN-A	PfKH02_100045400	1
1704	KH02	PfKH02_110005800	RIFIN-A	Pf7G8-2_000248100:pseudogene	4
1705	KH02	PfKH02_110005900	RIFIN-B	PfKH02_110005900	1
1706	KH02	PfKH02_110006000	RIFIN-B	PfKH02_110006000	1
1707	KH02	PfKH02_110006100	RIFIN-A	PfKH02_110006100	1
1708	KH02	PfKH02_110006200	RIFIN-A	PfKH02_110006200	1
1709	KH02	PfKH02_110006300	RIFIN-B	PfKH02_110006300	1
1710	KH02	PfKH02_110006500	RIFIN-A	PfKH02_110006500	1
1711	KH02	PfKH02_110006600	RIFIN-A	PF3D7_1101400	5
1712	KH02	PfKH02_110054300	RIFIN-A	PfDd2_040006200	9
1713	KH02	PfKH02_110054600	RIFIN-A	PfDd2_040005800	4
1714	KH02	PfKH02_110054700	RIFIN-B	PfKH02_110054700	1
1715	KH02	PfKH02_120005200	RIFIN-A	PfKH02_120005200	1
1716	KH02	PfKH02_120005400	RIFIN-B	PfKH02_120005400	1
1717	KH02	PfKH02_120005500	RIFIN-A	PfDd2_120005000	3
1718	KH02	PfKH02_120005800	RIFIN-B	PfDd2_120005300	2
1719	KH02	PfKH02_120005900	RIFIN-A	PfDd2_120005400	2
1720	KH02	PfKH02_120045400	RIFIN-A	PF3D7_0808900	4
1721	KH02	PfKH02_120058600	RIFIN-A	PF3D7_1372600	15
1722	KH02	PfKH02_120058700	RIFIN-B	PF3D7_1040600	3
1723	KH02	PfKH02_120058800	RIFIN-A	PF3D7_1040700	3
1724	KH02	PfKH02_120058900	RIFIN-B	PF3D7_1040800	3
1725	KH02	PfKH02_120059000	RIFIN-A	PfKH02_120059000	1
1726	KH02	PfKH02_120059200	RIFIN-A	PF3D7_0700300	8
1727	KH02	PfKH02_120059300	RIFIN-A	PF3D7_0700200	5
1728	KH02	PfKH02_130075100	RIFIN-A	PfKH02_130075100	1
1729	KH02	PfKH02_130075200	RIFIN-A	PfKH02_130075200	1
1730	KH02	PfKH02_130075300	RIFIN-B	PfKH01_020028000	2
1731	KH02	PfKH02_130075400	RIFIN-A	PfKH02_130075400	1
1732	KH02	PfKH02_140005600	RIFIN-A	Pf7G8-2_000285700	5
1733	KH02	PfKH02_140005700	RIFIN-A	PfCD01_040030900	5
1734	KH02	PfKH02_140005800	RIFIN-A	PfDd2_070035200	2
1735	KH02	PfKH02_140006000	RIFIN-B	PfKH02_140006000	1
1736	KH02	PfKH02_140006100	RIFIN-B	PfKH02_140006100	1
1737	KH02	PfKH02_140006200	RIFIN-A	PfKH02_140006200	1
1738	KH02	PfKH02_140006400	RIFIN-A	PF3D7_1254200	3
1739	KH02	PfKH02_140006500	RIFIN-B	PfKH02_140006500	1
1740	NF166	PfNF166_000006400	RIFIN-A	PfNF166_000006400	1
1741	NF166	PfNF166_000006500	RIFIN-B	PfKE01_040032400	2
1742	NF166	PfNF166_000006600	RIFIN-A	PfNF166_000006600	1
1743	NF166	PfNF166_000006700	RIFIN-A	PfNF166_000006700	1
1744	NF166	PfNF166_000007700	RIFIN-A	PfNF166_000007700	1
1745	NF166	PfNF166_000008000	RIFIN-A	PF3D7_0937700	6
1746	NF166	PfNF166_000008300	RIFIN-B	PfNF166_000008300	2
1747	NF166	PfNF166_000008400	RIFIN-A	PfNF166_000008400	1
1748	NF166	PfNF166_000009100	RIFIN-A	PfNF166_000009100	1
1749	NF166	PfNF166_000009200	RIFIN-B	PfNF166_000009200	1
1750	NF166	PfNF166_000009300	RIFIN-A	PfNF166_000009300	1
1751	NF166	PfNF166_000009400	RIFIN-A	PfNF166_000009400	1
1752	NF166	PfNF166_000009600	RIFIN-A	PfNF166_000009600	1
1753	NF166	PfNF166_000017800	RIFIN-A	PfNF166_000017800	1
1754	NF166	PfNF166_000018000	RIFIN-A	Pf7G8-2_000119500	3
1755	NF166	PfNF166_000018100	RIFIN-A	PfNF166_000018100	1
1756	NF166	PfNF166_000018300	RIFIN-A	PfNF166_000018300	1
1757	NF166	PfNF166_000019500	RIFIN-A	PfGA01_010019300	6
1758	NF166	PfNF166_000019600	RIFIN-A	PfNF166_000019600	1
1759	NF166	PfNF166_000020600	RIFIN-A	PfNF166_000020600	1
1760	NF166	PfNF166_000020900	RIFIN-A	PfNF166_000020900	1
1761	NF166	PfNF166_000021000	RIFIN-B	PfNF166_000021000	1
1762	NF166	PfNF166_000021100	RIFIN-A	PfGB4_070036900	4
1763	NF166	PfNF166_000021200	RIFIN-B	PfKH01_140005900	2
1764	NF166	PfNF166_000021300	RIFIN-A	Pf7G8-2_000215700	9
1765	NF166	PfNF166_000021400	RIFIN-A	PF3D7_0700300	8
1766	NF166	PfNF166_000021600	RIFIN-A	PF3D7_0700500	3
1767	NF166	PfNF166_000022300	RIFIN-A	PF3D7_0701100	4
1768	NF166	PfNF166_000022600	RIFIN-A	PF3D7_0701300	5
1769	NF166	PfNF166_010005100	RIFIN-A	PfNF166_010005100	1
1770	NF166	PfNF166_010005200	RIFIN-A	PfNF166_010005200	1
1771	NF166	PfNF166_010005800	RIFIN-A	PfCD01_140086000	3
1772	NF166	PfNF166_010018000	RIFIN-B	PF3D7_0114700	16
1773	NF166	PfNF166_020005600	RIFIN-A	PfDd2_100005200	3
1774	NF166	PfNF166_020005700	RIFIN-A	PF3D7_0833400	6
1775	NF166	PfNF166_020006000	RIFIN-A	PfNF166_020006000	1
1776	NF166	PfNF166_020006300	RIFIN-A	PF3D7_0732400	7
1777	NF166	PfNF166_040007300	RIFIN-A	PfNF166_040007300	1
1778	NF166	PfNF166_040007400	RIFIN-B	PfKH02_040005700	2
1779	NF166	PfNF166_040008800	RIFIN-A	PF3D7_0402500	16
1780	NF166	PfNF166_040019000	RIFIN-B	Pf7G8-2_000196000:pseudogene	5
1781	NF166	PfNF166_040019300	RIFIN-A	PF3D7_0413200	10
1782	NF166	PfNF166_040026900	RIFIN-A	PF3D7_0421500	12
1783	NF166	PfNF166_040031400	RIFIN-A	Pf7G8-2_000324800	3
1784	NF166	PfNF166_040031500	RIFIN-B	PfDd2_040005700	5
1785	NF166	PfNF166_040031600	RIFIN-A	Pf7G8-2_000285700	5
1786	NF166	PfNF166_040031800	RIFIN-B	PfNF166_040031800	1
1787	NF166	PfNF166_040032300	RIFIN-A	PfGA01_020025400	5
1788	NF166	PfNF166_050005100	RIFIN-A	PfNF166_050005100	1
1789	NF166	PfNF166_050005400	RIFIN-A	PfNF166_050005400	1
1790	NF166	PfNF166_050005700	RIFIN-A	PfNF166_050005700	1
1791	NF166	PfNF166_050037900	RIFIN-A	Pf7G8-2_000184600:pseudogene	5
1792	NF166	PfNF166_050038100	RIFIN-A	PfNF166_050038100	1
1793	NF166	PfNF166_060022100	RIFIN-A	PfNF166_060022100	1
1794	NF166	PfNF166_060035800	RIFIN-A	PF3D7_0222400	9
1795	NF166	PfNF166_060035900	RIFIN-B	PfNF166_060035900	1
1796	NF166	PfNF166_060036000	RIFIN-A	Pf7G8-2_000117900	6
1797	NF166	PfNF166_060036300	RIFIN-A	PfNF166_060036300	1
1798	NF166	PfNF166_060036400	RIFIN-B	PfNF166_060036400	1
1799	NF166	PfNF166_060036500	RIFIN-A	PF3D7_0900200	8
1800	NF166	PfNF166_070005300	RIFIN-A	PfNF166_070005300	1
1801	NF166	PfNF166_070005400	RIFIN-B	PF3D7_0632600	6
1802	NF166	PfNF166_070005600	RIFIN-A	PfNF166_070005600	1
1803	NF166	PfNF166_070005800	RIFIN-A	PfNF166_070005800	1
1804	NF166	PfNF166_070005900	RIFIN-A	PfNF166_070005900	1
1805	NF166	PfNF166_070006300	RIFIN-B	PfNF166_070006300	1
1806	NF166	PfNF166_070006400	RIFIN-A	PF3D7_0701800	15
1807	NF166	PfNF166_070016400	RIFIN-A	PF3D7_0808900	4
1808	NF166	PfNF166_070016500	RIFIN-A	Pf7G8-2_000196400	7
1809	NF166	PfNF166_070035200	RIFIN-B	PfGA01_070034700	3
1810	NF166	PfNF166_070035300	RIFIN-A	PfGA01_070034800	3
1811	NF166	PfNF166_070035700	RIFIN-A	PfNF166_070035700	1
1812	NF166	PfNF166_080012900	RIFIN-A	PfNF166_080012900	1
1813	NF166	PfNF166_080035900	RIFIN-A	PfIT_080037300	3
1814	NF166	PfNF166_080036000	RIFIN-A	PfNF166_080036000	1
1815	NF166	PfNF166_080036200	RIFIN-A	PfNF166_080036200	1
1816	NF166	PfNF166_090005100	RIFIN-A	PfNF166_090005100	1
1817	NF166	PfNF166_090005200	RIFIN-A	PfNF166_090005200	1
1818	NF166	PfNF166_090005300	RIFIN-A	PfNF166_090005300	1
1819	NF166	PfNF166_090005500	RIFIN-B	PfNF166_090005500	1
1820	NF166	PfNF166_090005700	RIFIN-A	PfNF166_090005700	1
1821	NF166	PfNF166_090041600	RIFIN-B	PfDd2_090042600	9
1822	NF166	PfNF166_090041700	RIFIN-A	PfDd2_090042700	6
1823	NF166	PfNF166_090041800	RIFIN-A	PF3D7_0300700	8
1824	NF166	PfNF166_090042000	RIFIN-B	PF3D7_0900300	9
1825	NF166	PfNF166_090042100	RIFIN-A	PfNF166_090042100	1
1826	NF166	PfNF166_090042300	RIFIN-A	PfNF166_090042300	1
1827	NF166	PfNF166_090042500	RIFIN-A	PF3D7_0425900	6
1828	NF166	PfNF166_100005100	RIFIN-A	PfNF166_100005100	1
1829	NF166	PfNF166_100005300	RIFIN-A	PfNF166_100005300	1
1830	NF166	PfNF166_100005500	RIFIN-A	PfGN01_010019500	2
1831	NF166	PfNF166_100005600	RIFIN-A	PfNF166_100005600	1
1832	NF166	PfNF166_100005700	RIFIN-B	PF3D7_1000600	8
1833	NF166	PfNF166_110052400	RIFIN-B	PF3D7_1149800	6
1834	NF166	PfNF166_110052600	RIFIN-B	PfNF166_110052600	1
1835	NF166	PfNF166_110052800	RIFIN-A	PfNF166_110052800	1
1836	NF166	PfNF166_120007100	RIFIN-A	PfHB3_020005800	4
1837	NF166	PfNF166_120007300	RIFIN-A	PfNF166_120007300	1
1838	NF166	PfNF166_120007500	RIFIN-A	PfNF166_120007500	1
1839	NF166	PfNF166_120007800	RIFIN-A	PfGB4_030006500	3
1840	NF166	PfNF166_120059100	RIFIN-A	PfDd2_130077800	9
1841	NF166	PfNF166_120059200	RIFIN-B	PfNF166_120059200	1
1842	NF166	PfNF166_120059300	RIFIN-A	PF3D7_1300400	16
1843	NF166	PfNF166_130005500	RIFIN-A	PfGB4_040031200	2
1844	NF166	PfNF166_130005700	RIFIN-A	PfNF166_130005700	1
1845	NF166	PfNF166_130005800	RIFIN-A	PfNF166_130005800	1
1846	NF166	PfNF166_130005900	RIFIN-B	PfNF166_130005900	1
1847	NF166	PfNF166_130006100	RIFIN-A	PfKH02_040005800	2
1848	NF166	PfNF166_140005000	RIFIN-B	PF3D7_0500500	12
1849	NF166	PfNF166_140005100	RIFIN-B	PfDd2_140005200	5
1850	NF166	PfNF166_140081600	RIFIN-A	PF3D7_1253700	13
1851	NF54	PfNF54_010005900	RIFIN-A	PF3D7_0100400	5
1852	NF54	PfNF54_010006000	RIFIN-B	PF3D7_0100600	3
1853	NF54	PfNF54_010006200	RIFIN-A	PF3D7_0100800	2
1854	NF54	PfNF54_010006300	RIFIN-A	PF3D7_0100900	2
1855	NF54	PfNF54_010006400	RIFIN-A	PF3D7_0101000	2
1856	NF54	PfNF54_010006800	RIFIN-A	PF3D7_0101600	3
1857	NF54	PfNF54_010007100	RIFIN-B	PF3D7_0101900	2
1858	NF54	PfNF54_010019100	RIFIN-B	PF3D7_0114700	16
1859	NF54	PfNF54_010019700	RIFIN-A	PF3D7_0115200	6
1860	NF54	PfNF54_010019800	RIFIN-B	PF3D7_0115300	2
1861	NF54	PfNF54_010020100	RIFIN-A	PF3D7_0115600	2
1862	NF54	PfNF54_020005200	RIFIN-A	PF3D7_0200200	4
1863	NF54	PfNF54_020005500	RIFIN-A	PF3D7_0200500	2
1864	NF54	PfNF54_020005600	RIFIN-A	PF3D7_0200600	2
1865	NF54	PfNF54_020005700	RIFIN-A	PF3D7_0200700	4
1866	NF54	PfNF54_020006000	RIFIN-B	PF3D7_0201000	3
1867	NF54	PfNF54_020006200	RIFIN-A	PF3D7_0201200	10
1868	NF54	PfNF54_020026500	RIFIN-B	PF3D7_0222500	2
1869	NF54	PfNF54_020026600	RIFIN-A	PF3D7_0222600	2
1870	NF54	PfNF54_020026700	RIFIN-B	PF3D7_0222700	2
1871	NF54	PfNF54_020027100	RIFIN-A	PF3D7_0223100	4
1872	NF54	PfNF54_020027200	RIFIN-B	PF3D7_0223200	2
1873	NF54	PfNF54_020027400	RIFIN-A	PF3D7_0223400	7
1874	NF54	PfNF54_030005400	RIFIN-A	PF3D7_0300200	2
1875	NF54	PfNF54_030005700	RIFIN-B	PF3D7_0300500	2
1876	NF54	PfNF54_030005900	RIFIN-A	PF3D7_0300700	8
1877	NF54	PfNF54_030029700	RIFIN-A	PF3D7_0324400	2
1878	NF54	PfNF54_030029800	RIFIN-B	PF3D7_0324500	3
