Unnamed: 0.1	Gene ID	Genome	Chromosome	Start Position	End Position	Product Description	Cluster	Occupancy	Genes in cluster	Number of genes unmapped	Percentage of genes unmapped	Location
531	PfKH01_000005050	KH01	PfKH01_00_1	9986	17392	erythrocyte membrane protein 1 (PfEMP1), exon 1	PfKH01_000005050	1	PfKH01_000005050	1	100.0	Subtelomeric/Variable
532	PfKH01_000028300	KH01	PfKH01_00_26	2216	11140	erythrocyte membrane protein 1, PfEMP1	Pf7G8-2_000113600	4	Pf7G8_040025600, PfKE01_040027600, Pf7G8-2_000113600, PfKH01_000028300	4	100.0	Subtelomeric/Variable
533	PfKH01_000028900	KH01	PfKH01_00_27	29805	37884	erythrocyte membrane protein 1, PfEMP1	Pf7G8-2_000094000	10	Pf7G8_040005600, PfKE01_100005500, Pf7G8-2_000094000, PfGB4_000006900, PfKH01_000028900, PfGA01_040005600, PfGN01_080038400, PfCD01_000006600, PfSN01_000005600, PfNF166_040007200	4	40.0	Subtelomeric/Variable
534	PfKH01_000029300	KH01	PfKH01_00_27	44949	55568	erythrocyte membrane protein 1, PfEMP1	PfDd2_020025400	3	PfDd2_020025400, PfIT_110005600, PfKH01_000029300	2	66.66666666666666	Subtelomeric/Variable
535	PfKH01_000031800	KH01	PfKH01_00_3	40637	41847	rifin	PfKH01_000031800	1	PfKH01_000031800	1	100.0	Subtelomeric/Variable
536	PfKH01_000032200	KH01	PfKH01_00_3	61313	62575	rifin	PfKH01_000032200	1	PfKH01_000032200	1	100.0	Subtelomeric/Variable
537	PfKH01_010006900	KH01	PfKH01_01	68299	69394	rifin	PfKH01_010006900	1	PfKH01_010006900	1	100.0	Subtelomeric/Variable
538	PfKH01_010020200	KH01	PfKH01_01	578301	579581	rifin	PfGA01_010019300	6	PfHB3_010019000, PfKH01_010020200, PfGA01_010019300, PfGN01_010019200, PfSN01_000014000, PfNF166_000019500	4	66.66666666666666	Subtelomeric/Variable
539	PfKH01_010020700	KH01	PfKH01_01	595278	596623	rifin	PfKH01_010020700	1	PfKH01_010020700	1	100.0	Subtelomeric/Variable
540	PfKH01_010021200	KH01	PfKH01_01	610903	612113	rifin	PfKH01_010021200	1	PfKH01_010021200	1	100.0	Subtelomeric/Variable
541	PfKH01_010021400	KH01	PfKH01_01	618250	628071	erythrocyte membrane protein 1, PfEMP1	PfKH01_010021400	1	PfKH01_010021400	1	100.0	Subtelomeric/Variable
542	PfKH01_020006000	KH01	PfKH01_02	33694	34752	rifin	PfKE01_060037800	2	PfKE01_060037800, PfKH01_020006000	1	50.0	Subtelomeric/Variable
543	PfKH01_020006300	KH01	PfKH01_02	45702	46894	rifin	PfKH01_020006300	1	PfKH01_020006300	1	100.0	Subtelomeric/Variable
544	PfKH01_020006500	KH01	PfKH01_02	51916	53108	rifin	Pf7G8-2_000049300	9	Pf7G8_020005900, Pf7G8-2_000049300, PfGB4_040030500, PfKH01_020006500, PfGA01_000006100, PfGN01_020006600, PfCD01_020026800, PfSN01_070036300, PfNF166_020006200, PfNF166_020006400	4	44.44444444444444	Subtelomeric/Variable
545	PfKH01_020028200	KH01	PfKH01_02	903516	915735	erythrocyte membrane protein 1, PfEMP1	PfIT_090005100	2	PfIT_090005100, PfKH01_020028200	1	50.0	Subtelomeric/Variable
546	PfKH01_030005400	KH01	PfKH01_03	16872	18127	rifin	PfKH01_030005400	1	PfKH01_030005400	1	100.0	Subtelomeric/Variable
547	PfKH01_030005500	KH01	PfKH01_03	20498	21782	rifin	PfKH01_030005500	1	PfKH01_030005500	1	100.0	Subtelomeric/Variable
548	PfKH01_040005800	KH01	PfKH01_04	39914	51248	erythrocyte membrane protein 1, PfEMP1	PfKH01_040005800	1	PfKH01_040005800	1	100.0	Subtelomeric/Variable
549	PfKH01_040026100	KH01	PfKH01_04	928240	936995	erythrocyte membrane protein 1, PfEMP1	PfKH01_040026100	1	PfKH01_040026100	1	100.0	Core
550	PfKH01_040026700	KH01	PfKH01_04	964948	973406	erythrocyte membrane protein 1, PfEMP1	PfGA01_120024100	3	PfGB4_080013400, PfKH01_040026700, PfGA01_120024100	3	100.0	Subtelomeric/Variable
551	PfKH01_040027400	KH01	PfKH01_04	993976	995081	rifin	PfKH01_040027400	1	PfKH01_040027400	1	100.0	Subtelomeric/Variable
552	PfKH01_050005500	KH01	PfKH01_05	31043	43200	erythrocyte membrane protein 1, PfEMP1	PfKH01_050005500	1	PfKH01_050005500	1	100.0	Subtelomeric/Variable
553	PfKH01_060007200	KH01	PfKH01_06	87721	88963	rifin	PfKH01_060007200	1	PfKH01_060007200	1	100.0	Subtelomeric/Variable
554	PfKH01_060007300	KH01	PfKH01_06	90819	92040	rifin	PfKH01_060007300	1	PfKH01_060007300	1	100.0	Subtelomeric/Variable
555	PfKH01_060007700	KH01	PfKH01_06	103569	104654	rifin	PfGN01_120006500	3	PfIT_020026900, PfKH01_060007700, PfGN01_120006500	2	66.66666666666666	Subtelomeric/Variable
556	PfKH01_060039600	KH01	PfKH01_06	1401482	1413530	erythrocyte membrane protein 1, PfEMP1	PfGB4_070005800	4	PfHB3_050038500, PfKH02_080038400, PfGB4_070005800, PfKH01_060039600	1	25.0	Subtelomeric/Variable
557	PfKH01_070016000	KH01	PfKH01_07	482768	483889	rifin	Pf7G8-2_000196300	7	Pf7G8_070017800, PfKH02_040026200, PfKE01_040019200, Pf7G8-2_000196300, PfGB4_070017400, PfKH01_070016000, PfCD01_070016600	4	57.14285714285714	Subtelomeric/Variable
558	PfKH01_070016500	KH01	PfKH01_07	506015	507136	rifin	PfKH01_070016500	1	PfKH01_070016500	1	100.0	Subtelomeric/Variable
559	PfKH01_070016600	KH01	PfKH01_07	509048	510052	rifin	PfKH01_070016600	1	PfKH01_070016600	1	100.0	Subtelomeric/Variable
560	PfKH01_080013900	KH01	PfKH01_08	426217	435080	erythrocyte membrane protein 1, PfEMP1	Pf7G8-2_000195900	5	Pf7G8_070017100, PfKE01_070015300, Pf7G8-2_000195900, PfKH01_080013900, PfCD01_070015600	4	80.0	Subtelomeric/Variable
561	PfKH01_090041700	KH01	PfKH01_09	1441334	1442427	rifin	PfDd2_090042600	9	PfDd2_090042600, Pf7G8_090042400, PfHB3_000011300, PfKH02_090042400, Pf7G8-2_000285500, PfGB4_000010700, PfKH01_090041700, PfCD01_090042000, PfNF166_090041600	5	55.55555555555556	Subtelomeric/Variable
562	PfKH01_090042400	KH01	PfKH01_09	1464464	1465716	rifin	Pf7G8-2_000094100	6	Pf7G8_040005700, PfKE01_040032500, Pf7G8-2_000094100, PfKH01_090042400, PfGN01_100045800, PfSN01_140088500	1	16.666666666666664	Subtelomeric/Variable
563	PfKH01_100005000	KH01	PfKH01_10	2499	11540	erythrocyte membrane protein 1, PfEMP1	PfKH01_100005000	1	PfKH01_100005000	1	100.0	Subtelomeric/Variable
564	PfKH01_100039600	KH01	PfKH01_10	1358767	1360641	S-antigen protein, putative	PfKH01_100039600	1	PfKH01_100039600	1	100.0	Core
565	PfKH01_100044700	KH01	PfKH01_10	1588474	1599466	erythrocyte membrane protein 1, PfEMP1	PfKH01_100044700	1	PfKH01_100044700	1	100.0	Subtelomeric/Variable
566	PfKH01_110005100	KH01	PfKH01_11	2179	12045	erythrocyte membrane protein 1, PfEMP1	PfKH01_110005100	1	PfKH01_110005100	1	100.0	Subtelomeric/Variable
567	PfKH01_110029000	KH01	PfKH01_11	934070	938106	hypothetical protein	PfDd2_110027900	7	PfDd2_110027900, Pf7G8_110028600, PfHB3_110028200, PfIT_110029200, PfKH02_110030000, Pf7G8-2_000347600, Pf7G8-2_000347700, PfKH01_110029000	6	85.71428571428571	Core
568	PfKH01_120005600	KH01	PfKH01_12	42604	43904	rifin	PfKH01_120005600	1	PfKH01_120005600	1	100.0	Subtelomeric/Variable
569	PfKH01_120006700	KH01	PfKH01_12	73772	75138	rifin	PfKH01_120006700	1	PfKH01_120006700	1	100.0	Subtelomeric/Variable
570	PfKH01_120007300	KH01	PfKH01_12	94007	94366	hypothetical protein	PfKH01_120007300	1	PfKH01_120007300	1	100.0	Core
571	PfKH01_120026000	KH01	PfKH01_12	815799	816803	hypothetical protein	PfCD01_120024500	2	PfKH01_120026000, PfCD01_120024500	2	100.0	Core
572	PfKH01_120026100	KH01	PfKH01_12	816846	818227	Duffy binding domain/acidic terminal segments, variant surface antigen of PfEMP1, putative	PfCD01_120024600	2	PfKH01_120026100, PfCD01_120024600	2	100.0	Core
573	PfKH01_120046800	KH01	PfKH01_12	1741950	1747462	erythrocyte membrane protein 1, PfEMP1	PfKH01_120046800	2	PfKH01_120046800, PfSN01_120045800	2	100.0	Subtelomeric/Variable
574	PfKH01_120046900	KH01	PfKH01_12	1748846	1758798	erythrocyte membrane protein 1, PfEMP1	PfKH01_120046900	1	PfKH01_120046900	1	100.0	Subtelomeric/Variable
575	PfKH01_120047100	KH01	PfKH01_12	1767348	1775532	erythrocyte membrane protein 1, PfEMP1	PfKH01_120047100	1	PfKH01_120047100	1	100.0	Core
576	PfKH01_120059550	KH01	PfKH01_12	2217242	2218111	Plasmodium exported protein, unknown function	Pf7G8_120059150	10	Pf7G8_120059150, PfHB3_120058250, PfIT_120058800, PfKH02_120058150, PfKE01_120058900, PfGB4_120058800, PfKH01_120059550, PfGA01_120058900, PfGN01_120059700, PfSN01_120058900	9	90.0	Core
577	PfKH01_130006200	KH01	PfKH01_13	56680	57735	hypothetical protein	PfDd2_130007800	11	PfDd2_130007800, Pf7G8_130006400, PfHB3_130008300, PfIT_130007200, PfKE01_130007600, PfGB4_130007900, PfKH01_130006200, PfGA01_130008000, PfGN01_130008700, PfCD01_130007500, PfSN01_130005000	11	100.0	Core
578	PfKH01_130067900	KH01	PfKH01_13	2485521	2486027	hypothetical protein	PfDd2_130069700	15	PfDd2_130069700, Pf7G8_130068400, PfHB3_130070300, PfIT_130069200, PfKH02_130066800, PfKE01_130069500, Pf7G8-2_000466300, PfGB4_130069800, PfKH01_130067900, PfGA01_130070000, PfGN01_130070600, PfCD01_130069500, PfSN01_130066900, PfNF166_130068800, PfNF54_130068500	15	100.0	Core
579	PfKH01_130076000	KH01	PfKH01_13	2780977	2781848	rifin	PfKH01_130076000	1	PfKH01_130076000	1	100.0	Subtelomeric/Variable
580	PfKH01_130076900	KH01	PfKH01_13	2821490	2828990	erythrocyte membrane protein 1, PfEMP1	PfKH01_130076900	1	PfKH01_130076900	1	100.0	Subtelomeric/Variable
581	PfKH01_140005500	KH01	PfKH01_14	30118	31454	rifin	PfKH01_140005500	1	PfKH01_140005500	1	100.0	Subtelomeric/Variable
582	PfKH01_140005600	KH01	PfKH01_14	33967	35202	rifin	PfKH01_140005600	1	PfKH01_140005600	1	100.0	Subtelomeric/Variable
583	PfKH01_140005900	KH01	PfKH01_14	44526	45628	rifin	PfKH01_140005900	2	PfKH01_140005900, PfNF166_000021200	1	50.0	Subtelomeric/Variable
584	PfKH01_140085100	KH01	PfKH01_14	3304120	3305264	rifin	PfKH01_140085100	1	PfKH01_140085100	1	100.0	Subtelomeric/Variable
585	PfKH02_000008200	KH02	PfKH02_00_4	24656	25751	rifin	PfGA01_070034700	3	PfKH02_000008200, PfGA01_070034700, PfNF166_070035200	2	66.66666666666666	Subtelomeric/Variable
586	PfKH02_000008800	KH02	PfKH02_00_4	43242	44446	rifin	PfKH02_000008800	1	PfKH02_000008800	1	100.0	Subtelomeric/Variable
587	PfKH02_000008900	KH02	PfKH02_00_4	46606	47460	stevor	Pf7G8-2_000185900	5	Pf7G8_070007000, PfHB3_000006600, PfIT_070006500, PfKH02_000008900, Pf7G8-2_000185900	1	20.0	Subtelomeric/Variable
588	PfKH02_000009900	KH02	PfKH02_00_4	98140	104877	surface-associated interspersed protein (SURFIN)	PfGA01_130007400	7	PfHB3_130007700, PfIT_130006700, PfKH02_000009900, PfGA01_130007400, PfGN01_130008100, PfSN01_000019600, PfNF166_130007200	7	100.0	Core
589	PfKH02_030006300	KH02	PfKH02_03	59930	61134	rifin	PfCD01_030006200	4	PfHB3_060036600, PfKH02_030006300, PfGA01_050037200, PfCD01_030006200	2	50.0	Subtelomeric/Variable
590	PfKH02_030030100	KH02	PfKH02_03	1012369	1013574	rifin	PfKH02_030030100	1	PfKH02_030030100	1	100.0	Subtelomeric/Variable
591	PfKH02_040017200	KH02	PfKH02_04	504922	512960	erythrocyte membrane protein 1, PfEMP1	Pf7G8-2_000390100:pseudogene	3	Pf7G8_120046200, PfKH02_040017200, Pf7G8-2_000390100:pseudogene	1	33.33333333333333	Core
592	PfKH02_040017400	KH02	PfKH02_04	517703	518821	rifin	PfKH02_040017400	1	PfKH02_040017400	1	100.0	Subtelomeric/Variable
593	PfKH02_040017800	KH02	PfKH02_04	536851	537969	rifin	PfKH02_040017800	1	PfKH02_040017800	1	100.0	Subtelomeric/Variable
594	PfKH02_040017900	KH02	PfKH02_04	539796	541084	rifin	PfKH02_040017900	1	PfKH02_040017900	1	100.0	Subtelomeric/Variable
595	PfKH02_040025700	KH02	PfKH02_04	886039	894790	erythrocyte membrane protein 1, PfEMP1	PfCD01_040026200	2	PfKH02_040025700, PfCD01_040026200	2	100.0	Core
596	PfKH02_040026300	KH02	PfKH02_04	919515	920830	rifin	PfKH02_040026300	1	PfKH02_040026300	1	100.0	Subtelomeric/Variable
597	PfKH02_040026700	KH02	PfKH02_04	945609	956081	erythrocyte membrane protein 1, PfEMP1	PfDd2_100045900	3	PfDd2_100045900, PfKH02_040026700, PfKH01_070035900	2	66.66666666666666	Subtelomeric/Variable
598	PfKH02_040030900	KH02	PfKH02_04	1127011	1127609	hypothetical protein	PfDd2_040030400	7	PfDd2_040030400, PfHB3_120058300, PfIT_040030000, PfKH02_040030900, PfGB4_040030200, PfSN01_040030100, PfNF166_040031100	7	100.0	Subtelomeric/Variable
599	PfKH02_040031000	KH02	PfKH02_04	1129166	1129762	stevor	PfKH02_040031000	2	PfKH02_040031000, PfNF166_040031200	1	50.0	Subtelomeric/Variable
600	PfKH02_040031400	KH02	PfKH02_04	1137382	1138785	rifin	PfKH02_040031400	1	PfKH02_040031400	1	100.0	Subtelomeric/Variable
601	PfKH02_050005800	KH02	PfKH02_05	46189	47537	rifin	PfKH02_050005800	1	PfKH02_050005800	1	100.0	Subtelomeric/Variable
602	PfKH02_060005800	KH02	PfKH02_06	36084	46800	erythrocyte membrane protein 1, PfEMP1	PfKH02_060005800	2	PfKH02_060005800, PfSN01_060037800	2	100.0	Subtelomeric/Variable
603	PfKH02_060006000	KH02	PfKH02_06	53730	54970	rifin	PfKH02_060006000	2	PfKH02_060006000, PfSN01_060037600	1	50.0	Subtelomeric/Variable
604	PfKH02_060023700	KH02	PfKH02_06	757925	766394	erythrocyte membrane protein 1, PfEMP1	Pf7G8-2_000169900	7	Pf7G8_060022500, PfHB3_060021800, PfIT_060021400, PfKH02_060023700, Pf7G8-2_000169900, PfKH01_060024600, PfGN01_060023300	6	85.71428571428571	Core
605	PfKH02_060023900	KH02	PfKH02_06	773354	782860	erythrocyte membrane protein 1, PfEMP1	PfKH02_060023900	1	PfKH02_060023900	1	100.0	Subtelomeric/Variable
606	PfKH02_060024100	KH02	PfKH02_06	789988	799495	erythrocyte membrane protein 1, PfEMP1	PfKH02_060024100	1	PfKH02_060024100	1	100.0	Subtelomeric/Variable
607	PfKH02_060038500	KH02	PfKH02_06	1383012	1383952	Plasmodium RESA N-terminal, putative	PfKH02_060038500	1	PfKH02_060038500	1	100.0	Subtelomeric/Variable
608	PfKH02_060038600	KH02	PfKH02_06	1385689	1386876	rifin	PfKH02_060038600	1	PfKH02_060038600	1	100.0	Subtelomeric/Variable
609	PfKH02_060039000	KH02	PfKH02_06	1398899	1408858	erythrocyte membrane protein 1, PfEMP1	PfKH02_060039000	1	PfKH02_060039000	1	100.0	Subtelomeric/Variable
610	PfKH02_070015000	KH02	PfKH02_07	439431	447676	erythrocyte membrane protein 1, PfEMP1	PfKH02_070015000	1	PfKH02_070015000	1	100.0	Core
611	PfKH02_070015200	KH02	PfKH02_07	462074	472047	erythrocyte membrane protein 1, PfEMP1	PfKH02_070015200	1	PfKH02_070015200	1	100.0	Subtelomeric/Variable
612	PfKH02_070015500	KH02	PfKH02_07	482389	491869	erythrocyte membrane protein 1, PfEMP1	PfDd2_080014100	9	PfDd2_080014100, Pf7G8_070017600, PfHB3_080013800, PfIT_120045600, PfKH02_070015500, Pf7G8-2_000196200, PfKH01_080013300, PfCD01_070016000, PfSN01_070017300	2	22.22222222222222	Subtelomeric/Variable
613	PfKH02_070015800	KH02	PfKH02_07	504329	513227	erythrocyte membrane protein 1, PfEMP1	PfKH02_070015800	1	PfKH02_070015800	1	100.0	Subtelomeric/Variable
614	PfKH02_070034900	KH02	PfKH02_07	1314689	1315799	rifin	PfKH02_070034900	1	PfKH02_070034900	1	100.0	Subtelomeric/Variable
615	PfKH02_080005700	KH02	PfKH02_08	57266	58394	rifin	PfKH02_080005700	1	PfKH02_080005700	1	100.0	Core
616	PfKH02_080006100	KH02	PfKH02_08	69683	70977	rifin	Pf7G8-2_000216400:pseudogene	6	Pf7G8_080005800, PfIT_000012000, PfKH02_080006100, Pf7G8-2_000216400:pseudogene, PfCD01_080005700, PfSN01_010017800	3	50.0	Core
617	PfKH02_080014300	KH02	PfKH02_08	457482	466163	erythrocyte membrane protein 1, PfEMP1	PfHB3_080013600	2	PfHB3_080013600, PfKH02_080014300	2	100.0	Subtelomeric/Variable
618	PfKH02_080038200	KH02	PfKH02_08	1444266	1456719	erythrocyte membrane protein 1 (PfEMP1), pseudogene	PfKH02_080038200	1	PfKH02_080038200	1	100.0	Subtelomeric/Variable
619	PfKH02_090042600	KH02	PfKH02_09	1461750	1463003	rifin	PfKH02_090042600	1	PfKH02_090042600	1	100.0	Subtelomeric/Variable
620	PfKH02_090042700	KH02	PfKH02_09	1466831	1477094	erythrocyte membrane protein 1, PfEMP1	PfKH02_090042700	1	PfKH02_090042700	1	100.0	Subtelomeric/Variable
621	PfKH02_100005000	KH02	PfKH02_10	3836	15492	erythrocyte membrane protein 1, PfEMP1	PfKH02_100005000	1	PfKH02_100005000	1	100.0	Subtelomeric/Variable
622	PfKH02_100005700	KH02	PfKH02_10	36534	37714	rifin	PfGN01_120060700	2	PfKH02_100005700, PfGN01_120060700	1	50.0	Subtelomeric/Variable
623	PfKH02_100006000	KH02	PfKH02_10	45796	47041	rifin	PfGN01_100006200	2	PfKH02_100006000, PfGN01_100006200	1	50.0	Subtelomeric/Variable
624	PfKH02_100040500	KH02	PfKH02_10	1388276	1391480	S-antigen	PfKH02_100040500	1	PfKH02_100040500	1	100.0	Core
625	PfKH02_100045000	KH02	PfKH02_10	1601424	1602667	rifin	PfHB3_130079900	2	PfHB3_130079900, PfKH02_100045000	1	50.0	Subtelomeric/Variable
626	PfKH02_110030000	KH02	PfKH02_11	974335	978512	hypothetical protein	PfDd2_110027900	7	PfDd2_110027900, Pf7G8_110028600, PfHB3_110028200, PfIT_110029200, PfKH02_110030000, Pf7G8-2_000347600, Pf7G8-2_000347700, PfKH01_110029000	6	85.71428571428571	Core
627	PfKH02_110054900	KH02	PfKH02_11	2022307	2030212	erythrocyte membrane protein 1, PfEMP1	PfKH02_110054900	1	PfKH02_110054900	1	100.0	Subtelomeric/Variable
628	PfKH02_120005600	KH02	PfKH02_12	45832	46826	stevor	PfDd2_120005100	2	PfDd2_120005100, PfKH02_120005600	1	50.0	Subtelomeric/Variable
629	PfKH02_120006100	KH02	PfKH02_12	62026	78558	erythrocyte membrane protein 1, PfEMP1	PfKH02_120006100	1	PfKH02_120006100	1	100.0	Subtelomeric/Variable
630	PfKH02_120024500	KH02	PfKH02_12	787317	798793	erythrocyte membrane protein 1, PfEMP1	PfKH02_120024500	1	PfKH02_120024500	1	100.0	Core
631	PfKH02_120045300	KH02	PfKH02_12	1728902	1730189	rifin	PfKH02_120045300	1	PfKH02_120045300	1	100.0	Subtelomeric/Variable
632	PfKH02_120045700	KH02	PfKH02_12	1746437	1755370	erythrocyte membrane protein 1, PfEMP1	PfKH02_120045700	1	PfKH02_120045700	1	100.0	Core
633	PfKH02_120058150	KH02	PfKH02_12	2196741	2197718	Plasmodium exported protein (PHISTa), unknown function	Pf7G8_120059150	10	Pf7G8_120059150, PfHB3_120058250, PfIT_120058800, PfKH02_120058150, PfKE01_120058900, PfGB4_120058800, PfKH01_120059550, PfGA01_120058900, PfGN01_120059700, PfSN01_120058900	9	90.0	Core
634	PfKH02_120059000	KH02	PfKH02_12	2227299	2228551	rifin	PfKH02_120059000	1	PfKH02_120059000	1	100.0	Subtelomeric/Variable
635	PfKH02_120059400	KH02	PfKH02_12	2241504	2249407	erythrocyte membrane protein 1, PfEMP1	PfKH02_120059400	1	PfKH02_120059400	1	100.0	Subtelomeric/Variable
636	PfKH02_130066800	KH02	PfKH02_13	2444381	2444887	hypothetical protein	PfDd2_130069700	15	PfDd2_130069700, Pf7G8_130068400, PfHB3_130070300, PfIT_130069200, PfKH02_130066800, PfKE01_130069500, Pf7G8-2_000466300, PfGB4_130069800, PfKH01_130067900, PfGA01_130070000, PfGN01_130070600, PfCD01_130069500, PfSN01_130066900, PfNF166_130068800, PfNF54_130068500	15	100.0	Core
637	PfKH02_130075400	KH02	PfKH02_13	2749850	2751151	rifin	PfKH02_130075400	1	PfKH02_130075400	1	100.0	Subtelomeric/Variable
638	PfKH02_140005500	KH02	PfKH02_14	29187	37785	erythrocyte membrane protein 1, PfEMP1	PfKH02_140005500	2	PfKH02_140005500, PfNF166_040031700	2	100.0	Subtelomeric/Variable
639	PfKH02_140006100	KH02	PfKH02_14	56776	57957	rifin	PfKH02_140006100	1	PfKH02_140006100	1	100.0	Subtelomeric/Variable
640	PfKH02_140006200	KH02	PfKH02_14	59873	61122	rifin	PfKH02_140006200	1	PfKH02_140006200	1	100.0	Subtelomeric/Variable
641	PfNF166_000006800	NF166	VBRE01000022.1	82584	94335	erythrocyte membrane protein 1, PfEMP1	PfHB3_130080100	3	PfHB3_130080100, PfSN01_000020900, PfNF166_000006800	3	100.0	Subtelomeric/Variable
642	PfNF166_000007000	NF166	VBRE01000022.1	105906	106385	hypothetical protein	PfNF166_000007000	1	PfNF166_000007000	1	100.0	Subtelomeric/Variable
643	PfNF166_000007900	NF166	VBRE01000002.1	36852	43843	erythrocyte membrane protein 1, PfEMP1	PfNF166_000007900	1	PfNF166_000007900	1	100.0	Subtelomeric/Variable
644	PfNF166_000009300	NF166	VBRE01000002.1	80495	81737	Rifin/stevor family, putative	PfNF166_000009300	1	PfNF166_000009300	1	100.0	Subtelomeric/Variable
645	PfNF166_000017800	NF166	VBRE01000013.1	33622	34877	rifin	PfNF166_000017800	1	PfNF166_000017800	1	100.0	Subtelomeric/Variable
646	PfNF166_000017900	NF166	VBRE01000013.1	36905	48555	erythrocyte membrane protein 1, PfEMP1	PfNF166_000017900	1	PfNF166_000017900	1	100.0	Subtelomeric/Variable
647	PfNF166_000018000	NF166	VBRE01000013.1	51376	52676	rifin	Pf7G8-2_000119500	3	Pf7G8_050005600, Pf7G8-2_000119500, PfNF166_000018000	1	33.33333333333333	Subtelomeric/Variable
648	PfNF166_000018400:pseudogene	NF166	VBRE01000013.1	65043	66008	rifin	PfNF166_000018400:pseudogene	1	PfNF166_000018400:pseudogene	1	100.0	Subtelomeric/Variable
649	PfNF166_000019300:pseudogene	NF166	VBRE01000026.1	4409	10473	surface-associated interspersed protein 14.1 (SURFIN 14.1)	PfNF166_000019300:pseudogene	1	PfNF166_000019300:pseudogene	1	100.0	Subtelomeric/Variable
650	PfNF166_000019800	NF166	VBRE01000026.1	28849	35918	erythrocyte membrane protein 1, PfEMP1	PfNF166_000019800	1	PfNF166_000019800	1	100.0	Subtelomeric/Variable
651	PfNF166_000020800	NF166	VBRE01000020.1	45804	52586	erythrocyte membrane protein 1, PfEMP1	PfNF166_000020800	1	PfNF166_000020800	1	100.0	Subtelomeric/Variable
652	PfNF166_010005100	NF166	VBRE01000028.1	30362	31620	rifin	PfNF166_010005100	1	PfNF166_010005100	1	100.0	Subtelomeric/Variable
653	PfNF166_010005600	NF166	VBRE01000028.1	44981	45478	Rifin/stevor family, putative	PfNF166_010005600	1	PfNF166_010005600	1	100.0	Subtelomeric/Variable
654	PfNF166_020005800	NF166	VBRE01000003.1	44887	57214	erythrocyte membrane protein 1, PfEMP1	PfNF166_020005800	1	PfNF166_020005800	1	100.0	Subtelomeric/Variable
655	PfNF166_020005900	NF166	VBRE01000003.1	59099	63597	erythrocyte membrane protein 1, PfEMP1	PfNF166_020005900	1	PfNF166_020005900	1	100.0	Subtelomeric/Variable
656	PfNF166_040005100	NF166	VBRE01000030.1	20420	20659	hypothetical protein	PfNF166_040005100	1	PfNF166_040005100	1	100.0	Subtelomeric/Variable
657	PfNF166_040005200	NF166	VBRE01000030.1	23842	24105	hypothetical protein	PfNF166_040005200	1	PfNF166_040005200	1	100.0	Subtelomeric/Variable
658	PfNF166_040005700	NF166	VBRE01000030.1	59745	60965	Rifin/stevor family, putative	PfNF166_040005700	1	PfNF166_040005700	1	100.0	Subtelomeric/Variable
659	PfNF166_040026800	NF166	VBRE01000006.1	899646	907316	erythrocyte membrane protein 1, PfEMP1	PfNF166_040026800	1	PfNF166_040026800	1	100.0	Subtelomeric/Variable
660	PfNF166_040031100	NF166	VBRE01000006.1	1078429	1079027	hypothetical protein	PfDd2_040030400	7	PfDd2_040030400, PfHB3_120058300, PfIT_040030000, PfKH02_040030900, PfGB4_040030200, PfSN01_040030100, PfNF166_040031100	7	100.0	Subtelomeric/Variable
661	PfNF166_040031600	NF166	VBRE01000006.1	1092067	1093393	rifin	Pf7G8-2_000285700	5	Pf7G8_090042700, PfKH02_140005600, Pf7G8-2_000285700, PfGN01_020028100, PfNF166_040031600	1	20.0	Subtelomeric/Variable
662	PfNF166_040031700	NF166	VBRE01000006.1	1095286	1102233	erythrocyte membrane protein 1, PfEMP1	PfKH02_140005500	2	PfKH02_140005500, PfNF166_040031700	2	100.0	Subtelomeric/Variable
663	PfNF166_040032300	NF166	VBRE01000027.1	11073	12421	rifin	PfGA01_020025400	5	PfKH02_020026300, PfKH01_120005500, PfGA01_020025400, PfSN01_030031400, PfNF166_040032300	1	20.0	Subtelomeric/Variable
664	PfNF166_050005100	NF166	VBRE01000007.1	4582	5894	Rifin/stevor family, putative	PfNF166_050005100	1	PfNF166_050005100	1	100.0	Subtelomeric/Variable
665	PfNF166_050005400	NF166	VBRE01000007.1	23004	24316	Rifin/stevor family, putative	PfNF166_050005400	1	PfNF166_050005400	1	100.0	Subtelomeric/Variable
666	PfNF166_060005100	NF166	VBRE01000015.1	20017	20250	hypothetical protein	PfNF166_060005100	1	PfNF166_060005100	1	100.0	Subtelomeric/Variable
667	PfNF166_070016100	NF166	VBRE01000011.1	486451	496241	erythrocyte membrane protein 1, PfEMP1	PfNF166_070016100	1	PfNF166_070016100	1	100.0	Core
668	PfNF166_080012700	NF166	VBRE01000012.1	373012	381196	erythrocyte membrane protein 1, PfEMP1	PfNF166_080012700	1	PfNF166_080012700	1	100.0	Core
669	PfNF166_080012800	NF166	VBRE01000012.1	382591	392876	erythrocyte membrane protein 1, PfEMP1	PfNF166_080012800	1	PfNF166_080012800	1	100.0	Subtelomeric/Variable
670	PfNF166_080013000	NF166	VBRE01000012.1	400876	407633	erythrocyte membrane protein 1, PfEMP1	PfNF166_080013000	1	PfNF166_080013000	1	100.0	Core
671	PfNF166_080036100	NF166	VBRE01000012.1	1354206	1364433	erythrocyte membrane protein 1, PfEMP1	PfNF166_080036100	1	PfNF166_080036100	1	100.0	Subtelomeric/Variable
672	PfNF166_090005000	NF166	VBRE01000014.1	2620	15316	erythrocyte membrane protein 1, PfEMP1	PfNF166_090005000	1	PfNF166_090005000	1	100.0	Subtelomeric/Variable
