Gene ID	source_id	Genomic Location (Gene)	Product Description	Selected Samples that match	Sum of Unique Peptides (Within Samples)	Unique Peptides (Across Samples)
PF3D7_0214700	PF3D7_0214700.1	Pf3D7_02_v3:599,425..601,740(-)	conserved Plasmodium protein, unknown function	3	4	3
PF3D7_0214800	PF3D7_0214800.1	Pf3D7_02_v3:603,261..609,873(+)	conserved Plasmodium membrane protein, unknown function	9	15	15
PF3D7_0214900	PF3D7_0214900.1	Pf3D7_02_v3:609,924..616,306(+)	rhoptry neck protein 6	16	118	58
PF3D7_0215000	PF3D7_0215000.1	Pf3D7_02_v3:615,813..621,692(-)	acyl-CoA synthetase	9	181	42
PF3D7_0215100	PF3D7_0215100.1	Pf3D7_02_v3:622,029..624,953(-)	RING zinc finger protein, putative	1	1	1
PF3D7_0215200	PF3D7_0215200.1	Pf3D7_02_v3:625,082..627,710(+)	conserved Plasmodium protein, unknown function	3	26	19
PF3D7_0215300	PF3D7_0215300.1	Pf3D7_02_v3:628,091..632,681(-)	acyl-CoA synthetase	5	8	6
PF3D7_0215400	PF3D7_0215400.1	Pf3D7_02_v3:634,417..639,395(-)	WD repeat-containing protein, putative	6	23	22
PF3D7_0215500	PF3D7_0215500.1	Pf3D7_02_v3:639,847..643,411(+)	conserved Plasmodium protein, unknown function	3	4	3
PF3D7_0215700	PF3D7_0215700.1	Pf3D7_02_v3:645,368..650,460(+)	DNA-directed RNA polymerase II subunit RPB2, putative	22	213	64
PF3D7_0215800	PF3D7_0215800.1	Pf3D7_02_v3:650,472..653,693(-)	origin recognition complex subunit 5	7	45	30
PF3D7_0216000	PF3D7_0216000.1	Pf3D7_02_v3:657,770..664,734(+)	SNF2-like chromatin remodeling ATPase, putative	5	42	23
PF3D7_0216100	PF3D7_0216100.1	Pf3D7_02_v3:664,805..668,532(-)	conserved Plasmodium protein, unknown function	1	1	1
PF3D7_0216300	PF3D7_0216300.1	Pf3D7_02_v3:670,210..675,095(+)	conserved Plasmodium protein, unknown function	2	2	2
PF3D7_0216400	PF3D7_0216400.1	Pf3D7_02_v3:675,368..678,010(+)	vacuolar protein sorting-associated protein 45	14	68	25
PF3D7_0216500	PF3D7_0216500.1	Pf3D7_02_v3:678,050..685,025(+)	WD repeat-containing protein, putative	2	4	4
PF3D7_0216600	PF3D7_0216600.1	Pf3D7_02_v3:685,475..689,382(+)	sugar transporter, putative	6	15	10
PF3D7_0216700	PF3D7_0216700.1	Pf3D7_02_v3:689,543..695,989(+)	autophagy-related protein 11, putative	6	8	7
PF3D7_0216700	PF3D7_0216700.2	Pf3D7_02_v3:689,543..695,989(+)	autophagy-related protein 11, putative	6	8	7
PF3D7_0216800	PF3D7_0216800.1	Pf3D7_02_v3:695,848..699,564(-)	TMEM121 domain-containing protein, putative	2	3	3
PF3D7_0216900	PF3D7_0216900.1	Pf3D7_02_v3:701,245..702,894(+)	conserved Plasmodium protein, unknown function	3	16	10
PF3D7_0217000	PF3D7_0217000.1	Pf3D7_02_v3:703,060..706,862(-)	conserved Plasmodium membrane protein, unknown function	1	1	1
PF3D7_0217100	PF3D7_0217100.1	Pf3D7_02_v3:707,101..709,839(+)	ATP synthase subunit alpha, mitochondrial	17	245	47
PF3D7_0217200	PF3D7_0217200.1	Pf3D7_02_v3:709,474..715,607(-)	conserved Plasmodium protein, unknown function	1	1	1
PF3D7_0217300	PF3D7_0217300.1	Pf3D7_02_v3:715,609..716,549(-)	AP-2 complex subunit sigma, putative	3	3	1
PF3D7_0217500	PF3D7_0217500.1	Pf3D7_02_v3:719,266..723,617(+)	calcium-dependent protein kinase 1	23	201	51
PF3D7_0217600	PF3D7_0217600.1	Pf3D7_02_v3:723,183..730,639(-)	conserved Plasmodium protein, unknown function	8	32	29
PF3D7_0217700	PF3D7_0217700.1	Pf3D7_02_v3:731,101..733,231(-)	E2F-associated phosphoprotein, putative	2	3	3
PF3D7_0217800	PF3D7_0217800.1	Pf3D7_02_v3:733,477..734,855(+)	40S ribosomal protein S26	20	44	8
PF3D7_0217900	PF3D7_0217900.1	Pf3D7_02_v3:734,887..738,046(-)	thioesterase/thiol ester dehydrase-isomerase, putative	17	140	30
PF3D7_0218000	PF3D7_0218000.1	Pf3D7_02_v3:738,216..740,285(+)	replication factor C subunit 2, putative	19	158	27
PF3D7_0218100	PF3D7_0218100.1	Pf3D7_02_v3:740,884..742,775(+)	conserved protein, unknown function	1	2	2
PF3D7_0218200	PF3D7_0218200.1	Pf3D7_02_v3:742,842..746,913(-)	SUZ domain-containing protein, putative	9	18	15
PF3D7_0218500	PF3D7_0218500.1	Pf3D7_02_v3:752,461..754,956(+)	small nuclear ribonucleoprotein Sm D2, putative	13	53	11
PF3D7_0218600	PF3D7_0218600.1	Pf3D7_02_v3:755,057..763,428(+)	patatin-like phospholipase 4	7	19	17
PF3D7_0218700	PF3D7_0218700.1	Pf3D7_02_v3:762,841..765,517(-)	pre-mRNA-processing protein 45, putative	9	15	11
PF3D7_0219100	PF3D7_0219100.1	Pf3D7_02_v3:769,194..771,126(+)	saccharopine dehydrogenase, putative	6	57	21
PF3D7_0219200	PF3D7_0219200.1	Pf3D7_02_v3:771,928..773,349(+)	40S ribosomal protein S30	2	3	3
PF3D7_0219400	PF3D7_0219400.1	Pf3D7_02_v3:774,447..776,838(+)	ribosome associated membrane protein RAMP4, putative	14	29	13
PF3D7_0219600	PF3D7_0219600.1	Pf3D7_02_v3:778,816..782,444(-)	replication factor C subunit 1	27	251	84
PF3D7_0219700	PF3D7_0219700.1	Pf3D7_02_v3:783,271..784,917(-)	Plasmodium exported protein (PHISTc), unknown function	3	4	4
PF3D7_0219800	PF3D7_0219800.1	Pf3D7_02_v3:786,298..790,454(-)	Plasmodium exported protein (PHISTc), unknown function	1	3	3
PF3D7_0220000	PF3D7_0220000.1	Pf3D7_02_v3:794,978..801,981(+)	liver stage antigen 3	19	141	53
PF3D7_0220100	PF3D7_0220100.1	Pf3D7_02_v3:803,384..807,811(+)	DnaJ protein, putative	5	11	10
PF3D7_0220200	PF3D7_0220200.1	Pf3D7_02_v3:809,073..812,695(-)	Plasmodium exported protein, unknown function	1	1	1
PF3D7_0220500	PF3D7_0220500.1	Pf3D7_02_v3:823,293..825,588(-)	Plasmodium exported protein (hyp2), unknown function	1	1	1
PF3D7_0220600	PF3D7_0220600.1	Pf3D7_02_v3:830,123..833,035(+)	Plasmodium exported protein (hyp9), unknown function	4	7	5
PF3D7_0220800	PF3D7_0220800.1	Pf3D7_02_v3:838,594..844,668(+)	cytoadherence linked asexual protein 2	5	14	12
PF3D7_0221200	PF3D7_0221200.1	Pf3D7_02_v3:853,607..856,315(+)	Plasmodium exported protein (hyp15), unknown function	2	2	2
PF3D7_0221700	PF3D7_0221700.1	Pf3D7_02_v3:868,884..871,778(-)	Plasmodium exported protein, unknown function	1	2	1
PF3D7_0222100	PF3D7_0222100.1	Pf3D7_02_v3:878,211..879,540(-)	Pfmc-2TM Maurer's cleft two transmembrane protein	6	10	7
PF3D7_0222700	PF3D7_0222700.1	Pf3D7_02_v3:896,226..897,420(+)	rifin	2	3	3
PF3D7_0223400	PF3D7_0223400.1	Pf3D7_02_v3:913,244..914,457(+)	rifin	1	1	1
PF3D7_0223500	PF3D7_0223500.1	Pf3D7_02_v3:916,352..923,648(-)	erythrocyte membrane protein 1, PfEMP1	2	2	2
PF3D7_0300100	PF3D7_0300100.1	Pf3D7_03_v3:36,965..44,482(+)	erythrocyte membrane protein 1, PfEMP1	2	5	5
PF3D7_0300200	PF3D7_0300200.1	Pf3D7_03_v3:46,369..47,579(-)	rifin	1	1	1
PF3D7_0300700	PF3D7_0300700.1	Pf3D7_03_v3:61,445..62,714(+)	rifin	1	1	1
PF3D7_0301400	PF3D7_0301400.1	Pf3D7_03_v3:85,289..86,678(-)	Plasmodium exported protein, unknown function	1	1	1
PF3D7_0301500	PF3D7_0301500.1	Pf3D7_03_v3:87,480..90,921(-)	Plasmodium exported protein, unknown function	1	1	1
PF3D7_0301600	PF3D7_0301600.1	Pf3D7_03_v3:91,001..94,089(-)	Plasmodium exported protein (hyp1), unknown function	2	4	3
PF3D7_0301700	PF3D7_0301700.1	Pf3D7_03_v3:95,216..99,115(-)	EMP1 trafficking protein PTP7	12	24	13
PF3D7_0302000	PF3D7_0302000.1	Pf3D7_03_v3:107,622..110,309(-)	pre-mRNA-splicing factor PRP46, putative	8	18	11
PF3D7_0302100	PF3D7_0302100.1	Pf3D7_03_v3:112,158..118,863(+)	serine/threonine protein kinase	18	100	56
PF3D7_0302200	PF3D7_0302200.1	Pf3D7_03_v3:119,098..124,924(+)	cytoadherence linked asexual protein 3.2	19	121	67
PF3D7_0302500	PF3D7_0302500.1	Pf3D7_03_v3:134,486..141,185(+)	cytoadherence linked asexual protein 3.1	27	270	114
PF3D7_0302600	PF3D7_0302600.1	Pf3D7_03_v3:141,335..146,155(+)	ABC transporter B family member 4, putative	4	4	4
PF3D7_0302700	PF3D7_0302700.1	Pf3D7_03_v3:146,052..147,270(-)	CDGSH iron-sulfur domain-containing protein, putative	2	3	2
PF3D7_0302800	PF3D7_0302800.1	Pf3D7_03_v3:147,724..150,348(-)	RNA-binding protein, putative	9	18	10
PF3D7_0302900	PF3D7_0302900.1	Pf3D7_03_v3:151,935..158,150(-)	exportin-1, putative	24	437	85
PF3D7_0303000	PF3D7_0303000.1	Pf3D7_03_v3:159,315..161,740(-)	N-ethylmaleimide-sensitive fusion protein	21	180	42
PF3D7_0303100	PF3D7_0303100.1	Pf3D7_03_v3:161,748..168,348(-)	CLP1 P-loop domain-containing protein, putative	10	32	17
PF3D7_0303200	PF3D7_0303200.1	Pf3D7_03_v3:168,679..174,837(+)	lipin, putative	21	179	74
PF3D7_0303300	PF3D7_0303300.1	Pf3D7_03_v3:174,382..176,798(-)	DNA-directed RNA polymerases I, II, and III subunit RPABC2, putative	10	20	10
PF3D7_0303400	PF3D7_0303400.1	Pf3D7_03_v3:177,446..181,753(+)	palmitoyltransferase DHHC1	5	17	12
PF3D7_0303500	PF3D7_0303500.1	Pf3D7_03_v3:182,267..189,424(+)	spindle pole body protein, putative	12	85	59
PF3D7_0303600	PF3D7_0303600.1	Pf3D7_03_v3:189,682..190,816(+)	plasmoredoxin	7	19	8
PF3D7_0303700	PF3D7_0303700.1	Pf3D7_03_v3:191,168..193,072(-)	lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex	20	158	34
PF3D7_0303800	PF3D7_0303800.1	Pf3D7_03_v3:193,499..196,492(+)	IBR domain protein, putative	4	5	5
PF3D7_0303900	PF3D7_0303900.1	Pf3D7_03_v3:196,570..197,601(-)	phosphatidylethanolamine-binding protein, putative	6	53	15
PF3D7_0304000	PF3D7_0304000.1	Pf3D7_03_v3:198,542..201,584(-)	inner membrane complex protein 1a, putative	19	295	93
PF3D7_0304100	PF3D7_0304100.1	Pf3D7_03_v3:203,251..206,328(+)	inner membrane complex protein 1e	19	124	50
PF3D7_0304200	PF3D7_0304200.1	Pf3D7_03_v3:206,611..208,959(-)	EH domain-containing protein	18	134	33
PF3D7_0304400	PF3D7_0304400.1	Pf3D7_03_v3:217,059..218,992(+)	60S ribosomal protein L44	12	27	9
PF3D7_0304500	PF3D7_0304500.1	Pf3D7_03_v3:218,780..220,345(-)	1-cys-glutaredoxin-like protein-1	3	11	8
PF3D7_0304600	PF3D7_0304600.1	Pf3D7_03_v3:221,112..223,145(-)	circumsporozoite (CS) protein	19	664	139
PF3D7_0304800	PF3D7_0304800.1	Pf3D7_03_v3:226,915..231,648(+)	conserved Plasmodium membrane protein, unknown function	2	4	3
PF3D7_0305000	PF3D7_0305000.1	Pf3D7_03_v3:233,621..235,461(-)	elongation factor Ts	2	5	4
PF3D7_0305100	PF3D7_0305100.1	Pf3D7_03_v3:236,334..248,270(-)	conserved Plasmodium protein, unknown function	6	13	12
PF3D7_0305200	PF3D7_0305200.1	Pf3D7_03_v3:250,163..255,153(+)	GRIP domain-containing protein, putative	12	53	39
PF3D7_0305300	PF3D7_0305300.1	Pf3D7_03_v3:255,187..259,495(-)	transporter, putative	19	59	29
PF3D7_0305500	PF3D7_0305500.1	Pf3D7_03_v3:261,400..274,210(-)	protein dopey homolog, putative	22	127	90
PF3D7_0305600	PF3D7_0305600.1	Pf3D7_03_v3:274,618..277,999(-)	DNA-(apurinic or apyrimidinic site) endonuclease	18	70	35
PF3D7_0305700	PF3D7_0305700.1	Pf3D7_03_v3:278,771..280,588(-)	ubiquitin-conjugating enzyme MMS2, putative	23	84	19
PF3D7_0305800	PF3D7_0305800.1	Pf3D7_03_v3:281,916..285,260(+)	P-loop containing nucleoside triphosphate hydrolase, putative	6	92	36
PF3D7_0306000	PF3D7_0306000.1	Pf3D7_03_v3:286,241..287,345(-)	cytochrome b-c1 complex subunit 8, putative	8	15	5
PF3D7_0306100	PF3D7_0306100.1	Pf3D7_03_v3:287,946..291,323(-)	conserved Plasmodium protein, unknown function	8	29	25
PF3D7_0306200	PF3D7_0306200.1	Pf3D7_03_v3:291,924..295,013(+)	activator of Hsp90 ATPase	12	73	18
PF3D7_0306300	PF3D7_0306300.1	Pf3D7_03_v3:294,566..297,773(-)	glutaredoxin 1	19	68	19
PF3D7_0306400	PF3D7_0306400.1	Pf3D7_03_v3:297,490..300,880(+)	FAD-dependent glycerol-3-phosphate dehydrogenase, putative	19	273	58
PF3D7_0306500	PF3D7_0306500.1	Pf3D7_03_v3:300,489..302,223(-)	cytochrome c oxidase subunit 6c, putative	9	72	15
PF3D7_0306600	PF3D7_0306600.1	Pf3D7_03_v3:302,501..303,423(+)	ATP synthase-associated protein, putative	2	4	3
PF3D7_0306700	PF3D7_0306700.1	Pf3D7_03_v3:303,434..305,619(+)	ER membrane protein complex subunit 5, putative	9	14	4
PF3D7_0306800	PF3D7_0306800.1	Pf3D7_03_v3:305,320..308,017(-)	T-complex protein 1 subunit beta	32	492	69
PF3D7_0306900	PF3D7_0306900.1	Pf3D7_03_v3:309,572..312,482(+)	40S ribosomal protein S23, putative	23	57	12
PF3D7_0307100	PF3D7_0307100.1	Pf3D7_03_v3:312,534..313,923(-)	40S ribosomal protein S12, putative	35	166	24
PF3D7_0307200	PF3D7_0307200.1	Pf3D7_03_v3:314,714..316,835(-)	60S ribosomal protein L7, putative	36	240	32
PF3D7_0307300	PF3D7_0307300.1	Pf3D7_03_v3:318,804..320,336(+)	end-binding protein 1	4	44	17
PF3D7_0307400	PF3D7_0307400.1	Pf3D7_03_v3:320,628..322,215(-)	ATP-dependent Clp protease proteolytic subunit	4	12	5
PF3D7_0307500	PF3D7_0307500.1	Pf3D7_03_v3:322,589..325,397(-)	spindle and kinetochore-associated protein 2, putative	13	35	19
PF3D7_0307600	PF3D7_0307600.1	Pf3D7_03_v3:325,654..328,649(+)	conserved Plasmodium protein, unknown function	1	1	1
PF3D7_0307700	PF3D7_0307700.1	Pf3D7_03_v3:328,477..336,120(-)	apicomplexan kinetochore protein 10, putative	18	109	72
PF3D7_0307800	PF3D7_0307800.1	Pf3D7_03_v3:336,191..339,907(+)	PDZ domain-containing protein, putative	2	4	4
PF3D7_0307900	PF3D7_0307900.1	Pf3D7_03_v3:339,591..352,137(-)	conserved Plasmodium protein, unknown function	7	132	89
PF3D7_0308000	PF3D7_0308000.1	Pf3D7_03_v3:353,058..355,573(+)	DNA polymerase delta small subunit, putative	10	68	18
PF3D7_0308100	PF3D7_0308100.1	Pf3D7_03_v3:355,867..361,936(+)	zinc finger protein, putative	10	26	23
PF3D7_0308200	PF3D7_0308200.1	Pf3D7_03_v3:361,623..365,130(-)	T-complex protein 1 subunit eta	35	314	58
PF3D7_0308300	PF3D7_0308300.1	Pf3D7_03_v3:365,177..366,948(-)	PhIL1-interacting candidate PIC4	11	54	25
PF3D7_0308500	PF3D7_0308500.1	Pf3D7_03_v3:369,925..371,806(+)	activator of Hsp90 ATPase, putative	20	55	9
PF3D7_0308600	PF3D7_0308600.1	Pf3D7_03_v3:371,933..374,911(+)	pre-mRNA-processing factor 19, putative	21	102	25
PF3D7_0308700	PF3D7_0308700.1	Pf3D7_03_v3:375,388..377,772(+)	conserved protein, unknown function	4	9	7
PF3D7_0308900	PF3D7_0308900.1	Pf3D7_03_v3:378,896..383,721(-)	splicing factor 3B subunit 1, putative	19	91	41
PF3D7_0309000	PF3D7_0309000.1	Pf3D7_03_v3:383,878..387,313(+)	dual specificity protein phosphatase	13	27	17
PF3D7_0309100	PF3D7_0309100.1	Pf3D7_03_v3:386,977..388,538(-)	OMD protein, putative	5	50	13
PF3D7_0309200	PF3D7_0309200.1	Pf3D7_03_v3:388,943..396,419(-)	aurora-related kinase ARK2, putative	5	14	14
PF3D7_0309300	PF3D7_0309300.1	Pf3D7_03_v3:397,397..401,232(+)	N2227-like protein, putative	7	30	20
PF3D7_0309500	PF3D7_0309500.1	Pf3D7_03_v3:401,933..405,904(+)	asparagine synthetase [glutamine-hydrolyzing], putative	21	228	44
PF3D7_0309600	PF3D7_0309600.1	Pf3D7_03_v3:406,534..408,869(+)	60S acidic ribosomal protein P2	31	163	28
PF3D7_0309700	PF3D7_0309700.1	Pf3D7_03_v3:409,102..410,928(-)	SECIS-binding protein 2, putative	3	3	3
PF3D7_0309800	PF3D7_0309800.1	Pf3D7_03_v3:411,588..414,117(+)	YTH domain-containing protein 2	5	14	6
PF3D7_0310000	PF3D7_0310000.1	Pf3D7_03_v3:420,417..421,877(+)	50S ribosomal protein L9, apicoplast, putative	1	1	1
PF3D7_0310200	PF3D7_0310200.1	Pf3D7_03_v3:426,151..441,005(+)	phd finger protein, putative	8	27	27
PF3D7_0310300	PF3D7_0310300.1	Pf3D7_03_v3:441,760..447,410(+)	phosphoglycerate mutase, putative	19	186	59
PF3D7_0310400	PF3D7_0310400.1	Pf3D7_03_v3:447,468..451,552(+)	parasite-infected erythrocyte surface protein	15	182	69
PF3D7_0310500	PF3D7_0310500.1	Pf3D7_03_v3:451,792..459,726(-)	ATP-dependent RNA helicase DHX57, putative	16	53	36
PF3D7_0310600	PF3D7_0310600.1	Pf3D7_03_v3:460,848..462,532(-)	eukaryotic translation initiation factor 3 subunit K, putative	16	57	13
PF3D7_0310700	PF3D7_0310700.1	Pf3D7_03_v3:462,750..464,274(+)	trafficking protein particle complex subunit 4, putative	6	27	9
PF3D7_0310800	PF3D7_0310800.1	Pf3D7_03_v3:464,662..465,196(+)	conserved Plasmodium protein, unknown function	4	6	2
PF3D7_0310900	PF3D7_0310900.1	Pf3D7_03_v3:465,745..468,557(+)	conserved Plasmodium protein, unknown function	8	39	35
PF3D7_0311000	PF3D7_0311000.1	Pf3D7_03_v3:469,287..470,118(+)	conserved Plasmodium protein, unknown function	1	1	1
PF3D7_0311100	PF3D7_0311100.1	Pf3D7_03_v3:470,535..473,737(-)	pre-mRNA splicing factor, putative	9	21	16
PF3D7_0311300	PF3D7_0311300.1	Pf3D7_03_v3:479,460..485,830(-)	phosphatidylinositol 3- and 4-kinase, putative	17	71	38
PF3D7_0311400	PF3D7_0311400.1	Pf3D7_03_v3:487,853..496,510(+)	kinase-related protein PKRP, putative	1	2	2
PF3D7_0311600	PF3D7_0311600.1	Pf3D7_03_v3:499,117..502,677(+)	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST1, putative	4	15	14
PF3D7_0311700	PF3D7_0311700.1	Pf3D7_03_v3:502,698..505,935(+)	plasmepsin VI	2	2	2
PF3D7_0311800	PF3D7_0311800.1	Pf3D7_03_v3:506,275..509,040(+)	ATP synthase F0 subunit d-like protein, putative	11	151	47
PF3D7_0311900	PF3D7_0311900.1	Pf3D7_03_v3:509,155..512,024(-)	heptatricopeptide repeat-containing protein, putative	1	1	1
PF3D7_0312000	PF3D7_0312000.1	Pf3D7_03_v3:511,923..513,009(+)	HTH domain-containing protein, putative	1	1	1
PF3D7_0312100	PF3D7_0312100.1	Pf3D7_03_v3:513,105..516,915(+)	E3 ubiquitin-protein ligase	2	2	2
PF3D7_0312200	PF3D7_0312200.1	Pf3D7_03_v3:516,480..520,555(-)	tetratricopeptide repeat protein, putative	3	12	11
PF3D7_0312300	PF3D7_0312300.1	Pf3D7_03_v3:521,939..523,113(+)	26S proteasome regulatory subunit RPN12, putative	15	98	20
PF3D7_0312400	PF3D7_0312400.1	Pf3D7_03_v3:523,023..528,087(-)	glycogen synthase kinase-3 beta	16	100	28
PF3D7_0312500	PF3D7_0312500.1	Pf3D7_03_v3:528,316..531,025(+)	multidrug-resistant modulator MFR3	8	19	14
PF3D7_0312800	PF3D7_0312800.1	Pf3D7_03_v3:533,606..535,480(+)	60S ribosomal protein L26, putative	26	81	11
PF3D7_0313000	PF3D7_0313000.1	Pf3D7_03_v3:537,355..538,827(-)	conserved Plasmodium protein, unknown function	8	19	14
PF3D7_0313100	PF3D7_0313100.1	Pf3D7_03_v3:539,192..543,133(+)	ubiquitin-protein ligase, putative	1	1	1
PF3D7_0313500	PF3D7_0313500.1	Pf3D7_03_v3:548,576..551,854(+)	Ras-like G protein	2	3	3
PF3D7_0313600	PF3D7_0313600.1	Pf3D7_03_v3:551,348..554,770(-)	conserved Plasmodium protein, unknown function	6	48	25
PF3D7_0313800	PF3D7_0313800.1	Pf3D7_03_v3:559,025..563,280(+)	conserved Plasmodium protein, unknown function	2	3	3
PF3D7_0314000	PF3D7_0314000.1	Pf3D7_03_v3:567,002..569,084(+)	HSP20-like chaperone, putative	15	59	26
PF3D7_0314100	PF3D7_0314100.1	Pf3D7_03_v3:568,936..571,598(-)	vesicle transport v-SNARE protein, putative	10	38	13
PF3D7_0314100	PF3D7_0314100.2	Pf3D7_03_v3:568,936..571,598(-)	vesicle transport v-SNARE protein, putative	2	2	1
PF3D7_0314200	PF3D7_0314200.1	Pf3D7_03_v3:572,134..576,853(-)	conserved Plasmodium protein, unknown function	5	9	7
PF3D7_0314300	PF3D7_0314300.1	Pf3D7_03_v3:576,881..578,724(-)	DER1-like protein	1	1	1
PF3D7_0314400	PF3D7_0314400.1	Pf3D7_03_v3:578,813..581,393(-)	serine/threonine protein phosphatase 6, putative	9	32	12
PF3D7_0314600	PF3D7_0314600.1	Pf3D7_03_v3:586,077..588,321(+)	conserved protein, unknown function	3	3	3
PF3D7_0314700	PF3D7_0314700.1	Pf3D7_03_v3:588,362..594,166(-)	RING finger protein RNF1	9	88	45
PF3D7_0314800	PF3D7_0314800.1	Pf3D7_03_v3:604,442..608,381(+)	conserved Plasmodium protein, unknown function	3	9	7
PF3D7_0314900	PF3D7_0314900.1	Pf3D7_03_v3:608,592..610,992(+)	conserved Plasmodium membrane protein, unknown function	1	1	1
PF3D7_0315000	PF3D7_0315000.1	Pf3D7_03_v3:610,994..612,107(+)	zinc finger protein, putative	1	1	1
PF3D7_0315100	PF3D7_0315100.1	Pf3D7_03_v3:612,333..614,159(-)	eukaryotic translation initiation factor 4E	19	122	24
PF3D7_0315200	PF3D7_0315200.1	Pf3D7_03_v3:616,472..622,816(+)	circumsporozoite- and TRAP-related protein	1	1	1
PF3D7_0315300	PF3D7_0315300.1	Pf3D7_03_v3:623,446..630,360(+)	conserved Plasmodium protein, unknown function	3	16	16
PF3D7_0315400	PF3D7_0315400.1	Pf3D7_03_v3:630,342..631,821(-)	conserved Plasmodium protein, unknown function	3	3	3
PF3D7_0315500	PF3D7_0315500.1	Pf3D7_03_v3:632,614..634,164(-)	ribosomal protein L47, mitochondrial, putative	1	1	1
PF3D7_0315600	PF3D7_0315600.1	Pf3D7_03_v3:635,060..638,072(+)	male development protein MD3	5	13	11
PF3D7_0315800	PF3D7_0315800.1	Pf3D7_03_v3:641,255..643,023(-)	zinc finger protein, putative	10	20	13
PF3D7_0315900	PF3D7_0315900.1	Pf3D7_03_v3:644,186..645,268(+)	conserved Plasmodium protein, unknown function	3	9	6
PF3D7_0316200	PF3D7_0316200.1	Pf3D7_03_v3:649,743..657,416(-)	conserved Plasmodium protein, unknown function	4	5	5
PF3D7_0316300	PF3D7_0316300.1	Pf3D7_03_v3:658,272..661,980(+)	inorganic pyrophosphatase, putative, inorganic pyrophosphatase	21	171	33
PF3D7_0316300	PF3D7_0316300.2	Pf3D7_03_v3:658,272..661,980(+)	inorganic pyrophosphatase, putative, inorganic pyrophosphatase	22	177	36
PF3D7_0316400	PF3D7_0316400.1	Pf3D7_03_v3:662,081..665,690(-)	CS domain-containing protein, putative	1	1	1
PF3D7_0316500	PF3D7_0316500.1	Pf3D7_03_v3:665,769..669,165(+)	kinetochore protein NUF2, putative	20	132	38
PF3D7_0316600	PF3D7_0316600.1	Pf3D7_03_v3:668,469..672,475(-)	formate-nitrite transporter	27	90	17
PF3D7_0316700	PF3D7_0316700.1	Pf3D7_03_v3:673,290..676,084(+)	protein YOP1, putative	29	109	25
PF3D7_0316800	PF3D7_0316800.1	Pf3D7_03_v3:676,699..679,176(+)	40S ribosomal protein S15A, putative	28	143	20
PF3D7_0316900	PF3D7_0316900.1	Pf3D7_03_v3:678,813..681,861(-)	E3 ubiquitin-protein ligase, putative	4	5	5
PF3D7_0317000	PF3D7_0317000.1	Pf3D7_03_v3:682,236..684,432(-)	proteasome subunit alpha type-3, putative	20	146	25
PF3D7_0317100	PF3D7_0317100.1	Pf3D7_03_v3:686,282..689,482(+)	6-cysteine protein B9	2	39	39
PF3D7_0317200	PF3D7_0317200.1	Pf3D7_03_v3:689,618..696,787(-)	cdc2-related protein kinase 4	8	41	34
PF3D7_0317300	PF3D7_0317300.1	Pf3D7_03_v3:698,789..710,430(-)	nucleoporin NUP335, putative	21	166	111
PF3D7_0317400	PF3D7_0317400.1	Pf3D7_03_v3:711,998..714,150(-)	DNA replication complex GINS protein, putative	2	5	4
PF3D7_0317500	PF3D7_0317500.1	Pf3D7_03_v3:716,493..722,640(-)	kinesin-5	5	9	7
PF3D7_0317600	PF3D7_0317600.1	Pf3D7_03_v3:724,394..726,450(+)	40S ribosomal protein S11, putative	31	144	22
PF3D7_0317700	PF3D7_0317700.1	Pf3D7_03_v3:727,544..738,158(+)	CPSF (cleavage and polyadenylation specific factor), subunit A, putative	14	59	42
PF3D7_0317800	PF3D7_0317800.1	Pf3D7_03_v3:737,151..739,019(-)	26S proteasome non-ATPase regulatory subunit 9, putative	12	48	12
PF3D7_0318100	PF3D7_0318100.1	Pf3D7_03_v3:743,870..745,191(+)	stomatin-like protein, putative	16	112	23
PF3D7_0318200	PF3D7_0318200.1	Pf3D7_03_v3:747,275..756,485(+)	DNA-directed RNA polymerase II subunit RPB1	29	343	135
PF3D7_0318300	PF3D7_0318300.1	Pf3D7_03_v3:756,194..760,677(-)	conserved Plasmodium protein, unknown function	11	22	15
PF3D7_0318400	PF3D7_0318400.1	Pf3D7_03_v3:761,693..765,439(-)	coiled-coil domain-containing protein CCDC148/CCDC112, putative	4	38	19
PF3D7_0318500	PF3D7_0318500.1	Pf3D7_03_v3:766,814..782,795(+)	conserved Plasmodium protein, unknown function	5	48	47
PF3D7_0318600	PF3D7_0318600.1	Pf3D7_03_v3:782,940..787,364(-)	cleavage and polyadenylation specificity factor, putative	1	1	1
PF3D7_0318700	PF3D7_0318700.1	Pf3D7_03_v3:788,145..789,211(+)	conserved Plasmodium protein, unknown function	7	13	9
PF3D7_0318800	PF3D7_0318800.1	Pf3D7_03_v3:789,497..791,504(+)	triosephosphate isomerase, putative	4	4	2
PF3D7_0318900	PF3D7_0318900.1	Pf3D7_03_v3:791,312..794,096(-)	PAT complex subunit CCDC47, putative	6	16	10
PF3D7_0319000	PF3D7_0319000.1	Pf3D7_03_v3:794,521..801,871(+)	P4-type ATPase ATP7, putative	7	24	19
PF3D7_0319100	PF3D7_0319100.1	Pf3D7_03_v3:801,493..803,378(-)	E3 ubiquitin-protein ligase RBX1	5	7	4
